"id","memberID","last_name","first_name","groupID","selection_class","agenttype1","agenttype2","gender","other_name","img","birthday","authority_organization","birth_location","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","field5","field6","field7","field8","field9","field10","death_day","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21"
375,"MueHH1794","Müller","Hans Heinrich",,"1",1,2,"m","","",1794-01-01 00:00:00,0,"Hittnau/Zürich",1839-01-01 00:00:00,"","","","hat ein geringes Vermögen","1","",,,,,,,,,,,,,,,,,
376,"MueHR1780","Müller","Hans Rudolf",,"1",1,3,"m","","",1780-01-01 00:00:00,0,"Hittnau",0000-00-00 00:00:00,"","","","Feldweibel","1","",,,,,,,,,,,,,,,,,
377,"MueJ1752","Müller","Johannes, von",,"3",1,5,"m","","",1752-01-01 00:00:00,0,"Schaffhausen/Kassel",1809-01-01 00:00:00,"","","","Geschichtswissenschafter. – interpretati","1","",,,,,,,,,,,,,,,,,
378,"MueH0000","Müller ","Hans  ",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
379,"MueFrKxxxx","Müller-Friedberg","Karl",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","letzter Landvogt im Toggenburg","1","",,,,,,,,,,,,,,,,,
380,"MuJ1791","Munzinger","Josef",,"1",1,2,"m","","",1791-01-01 00:00:00,0,"Solothurn",1855-01-01 00:00:00,"","","","Kaufmann, ","1","",,,,,,,,,,,,,,,,,
381,"MuWxxxx","Munzinger","Walther",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
382,"Muxxxx","Muralt",", von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Seckelmeister","1","",,,,,,,,,,,,,,,,,
383,"MuAR1783","Muralt","Abraham Rudolf, von",,"2",1,2,"m","","",1783-01-01 00:00:00,0,"",1859-01-01 00:00:00,"Utrecht, Netherlands","Bern, Switzerlan","","","4","86082492",,,,,,,,,,,,,,,,,
384,"MuHC1779","Muralt","Hans (C)Konrad, von",,"1",1,2,"m","","",1779-01-01 00:00:00,0,"",1869-01-01 00:00:00,"","","","Seidenhändler?, Vorsitz Eisenbahngesells","1","",,,,,,,,,,,,,,,,,
385,"MuK1779","Muralt","Konrad, von",,"1",1,2,"m","","",1779-01-01 00:00:00,0,"",1869-01-01 00:00:00,"","","","Bürgermeister","1","",,,,,,,,,,,,,,,,,
386,"MuLxxxx","Muralt","Leonhard, von",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","„history of initialisation“ (Initialisie","1","",,,,,,,,,,,,,,,,,
387,"MuRKA0000","Muralt","R.K.A.",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Oberstlieutenant in franz. Diensten","2","na",,,,,,,,,,,,,,,,,
388,"MueA1887","Mürset","Anna",,"2",1,2,"f","","",1887-01-01 00:00:00,0,"",1975-01-01 00:00:00,"na","na","","Inventor","2","na",,,,,,,,,,,,,,,,,
389,"NaH1874","Nabholz","Hans",,"3",1,5,"m","","",1874-01-01 00:00:00,0,"",1961-01-01 00:00:00,"","","","Schweizer Historiker und Archivar","1","",,,,,,,,,,,,,,,,,
390,"NaeW1894","Näf","Werner",,"3",1,5,"m","","",1894-01-01 00:00:00,0,"",1959-01-01 00:00:00,"","","","Schweizer Historiker","1","",,,,,,,,,,,,,,,,,
391,"NaLIIIxxxx","Napoleon III.","Louis",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sohn von Hortense de Beauharnais, Neffe ","1","",,,,,,,,,,,,,,,,,
392,"NeALG1766","Necker","Anne-Louise Germaine ",,"2",1,3,"f","later Anne Louise Germaine de Staël-Hols","",1766-01-01 00:00:00,0,"",1817-01-01 00:00:00,"Rocca","Paris, France","","[She] was a French woman of letters of S","4","89204033",,,,,,,,,,,,,,,,,
393,"NeC1796","Neuhaus","Charles",,"1",1,2,"m","","",1796-01-01 00:00:00,0,"Bern",1849-01-01 00:00:00,"","","","Stadtrat, Fabrikant","1","",,,,,,,,,,,,,,,,,
394,"NiCF1733","Nicolai","Christoph Friedrich",,"3",1,5,"m","","",1733-01-01 00:00:00,0,"",1811-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
395,"NiA0000","Nicole","Abram",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Neuchatel",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
396,"NeKaR1779","Niederer-Kasthofer","Rosette",,"2",1,3,"f","","",1779-01-01 00:00:00,0,"",1857-01-01 00:00:00,"Zürich, Switzerland","Bern, Switzerland","","","4","67596849",,,,,,,,,,,,,,,,,
397,"NueD1792","Nüscheler ","David",,"1",1,2,"m","","",1792-01-01 00:00:00,0,"",1871-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","Kaufmann im Baumwollhandel","4","80593224",,,,,,,,,,,,,,,,,
398,"NueJC0000","Nüscheler ","Jakob Christoph",,"1",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Pfarrer Grossmünster 1799","1","",,,,,,,,,,,,,,,,,
399,"NueJC1826","Nüscheler ","Johann Conrad",,"1",1,2,"m","","",1826-01-01 00:00:00,0,"",1910-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
400,"OZxxxx","O.","Z.",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","warnt Hirzel M. obwohl er von der Opposi","1","",,,,,,,,,,,,,,,,,
401,"OcP1752","Ochs ","Peter",,"4",1,4,"m","","",1752-01-01 00:00:00,0,"Nantes/Basel",1821-01-01 00:00:00,"","","","Politiker, Jurist, Historiker, Entwirft ","1","",,,,,,,,,,,,,,,,,
402,"OcU0000","Ochsenbein","Ulrich",,"2",1,3,"m",,"",0000-00-00 00:00:00,,"Bern",0000-00-00 00:00:00,,,,"radikaler Führer Bern (Freischärler), Ad",,"na",,,,,,,,,,,,,,,,,
403,"OeWxxxx","Oechsli","Wilhelm",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
404,"OeW1944","Oechslin","Werner",,"3",1,5,"m","","",1944-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","Einsiedeln","","","4","84636169",,,,,,,,,,,,,,,,,
405,"OpM1913","Oppenheim","Meret",,"2",1,3,"f","","",1913-01-01 00:00:00,0,"",1985-01-01 00:00:00,"Basel, Switzerland","Berlin, Germany","","","4","61550307",,,,,,,,,,,,,,,,,
406,"vOrD1749","Orell ","David, von",,"2",1,3,"m","","",1749-01-01 00:00:00,0,"",1812-01-01 00:00:00,"","","","was married to Regula sister of H.Escher","1","",,,,,,,,,,,,,,,,,
407,"vOrJC1787","Orelli","Johann Caspar, von",,"2",1,2,"m","","",1787-01-01 00:00:00,0,"",1849-01-01 00:00:00,"","","","Professor, Sohn von David von Orell","1","",,,,,,,,,,,,,,,,,
408,"OrJC1788","Orelli","Johann Conrad, von",,"1",1,2,"m","","",1788-01-01 00:00:00,0,"",1854-01-01 00:00:00,"","","","Sohn von David von Orell, jüngerer Brude","1","",,,,,,,,,,,,,,,,,
409,"OrRiS1845","Orelli-Rinderknecht","Susanna",,"2",1,2,"f","","",1845-01-01 00:00:00,0,"",1939-01-01 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
410,"OrF1819","Orsini","Felice",,"2",1,2,"m","","",1819-01-01 00:00:00,0,"",1858-01-01 00:00:00,"Paris, France","Meldola, Italy","","Orsini was an Italian freedom fighter. H","4","62350712",,,,,,,,,,,,,,,,,
411,"OtH0000","Ott","Heinrich",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",1811-01-01 00:00:00,"","","","Kaufmann, married to Elisabetha sister o","2","na",,,,,,,,,,,,,,,,,
412,"OtJ 0000","Ott","Jakob",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Unterlangenhart",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
413,"OtJCxxxx","Ott","Johann Caspar",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
414,"OtPeL1819","Otto-Peters","Louise",,"3",1,5,"f","Otto Stern (pseudonym)","",1819-01-01 00:00:00,0,"",1895-01-01 00:00:00,"Leibzig","Meissen","","[She] was a German writer, feminist, poe","4","18014534",,,,,,,,,,,,,,,,,
415,"PaL1854","Pastor","Ludwig",,"3",1,5,"m","","",1854-01-01 00:00:00,0,"",1929-01-01 00:00:00,"","","","Geschichte der Päpste seit dem Ausgang d","1","",,,,,,,,,,,,,,,,,
416,"Perxxxx","Perregaux","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Capitän aus Neuchatel","1","",,,,,,,,,,,,,,,,,
417,"PeA1738","Pestalozzi","Anna",,"2",1,3,"f","","",1738-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
418,"PeJH1746","Pestalozzi","Johann Heinrich",,"1",1,3,"m","","",1746-01-01 00:00:00,0,"Zürich/Brugg",1827-01-01 00:00:00,"","","","Diacon/Pfarrer in Höngg, Pädagoge, Philo","1","",,,,,,,,,,,,,,,,,
419,"Pesxxxx","Pestalutz","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Oberst im Züriputsch, ev. Johann (Hans) ","1","",,,,,,,,,,,,,,,,,
420,"PeFxxxx","Petavel","François",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
421,"Petxxxx","Petitpierre","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","bekam später Graf Wesdehlen in Preussen","1","",,,,,,,,,,,,,,,,,
422,"PeHCxxxx","Peyer   ","Hans Conrad",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","His article in Schweizer Monatshefte „De","1","",,,,,,,,,,,,,,,,,
423,"PeA0000","Peyer (im Hof)","Anton",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Willisau",0000-00-00 00:00:00,"","","","Father of Heinrich Peyer and in-law of K","1","",,,,,,,,,,,,,,,,,
424,"PeH0000","Peyer (im Hof)","Heinrich",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Willisau",1837-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
425,"PeJ 0000","Peyer (im Hof)","Josefine",,"2",1,6,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","nice of Katharina Morel","2","na",,,,,,,,,,,,,,,,,
426,"PeK0000","Peyer (im Hof)","Katharina",,"2",1,6,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","nice and step daughter of Katharina More","2","na",,,,,,,,,,,,,,,,,
427,"PeT0000","Peyer (im Hof)","Thomas",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Willisau",0000-00-00 00:00:00,"","","","older brother of Heinrich Peyer","1","",,,,,,,,,,,,,,,,,
428,"Pf1805","Pfenninger","",,"2",1,2,"m","","",1805-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Vikar, steht zur Wahl im Dreiervorschlag","1","",,,,,,,,,,,,,,,,,
429,"PfK1794","Pfyffer","Kasimir",,"2",1,1,"m","","",1794-01-01 00:00:00,0,"Rom/Luzern",1875-01-01 00:00:00,"","","","Jurist","1","",,,,,,,,,,,,,,,,,
430,"PdRCxxxx","Pictet de Rochement","Charles",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Neutralitätsformulierung","1","",,,,,,,,,,,,,,,,,
431,"PiReE1854","Pieczynska-Reichenau","Emma",,"2",1,3,"f","","",1854-01-01 00:00:00,0,"",1927-01-01 00:00:00,"Mont-Sur-Lausanne, Switzerland","Paris, France","","[She]  was a Swiss abolitionist and femi","4","67267456",,,,,,,,,,,,,,,,,
432,"PiGBxxxx","Pioda","Giovanni Battista",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
433,"PlJ1798","Platter","Johannes",,"2",1,2,"m","","",1798-01-01 00:00:00,0,"St. Gallen",1857-01-01 00:00:00,"","","","Gichteler, bekehrt das Zürcher Oberland ","1","",,,,,,,,,,,,,,,,,
434,"PrA1697","Prévost","Antoine  ",,"3",1,5,"m","","",1697-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
435,"PrPJ1809","Proudhon","Pierre-Joseph",,"2",1,1,"m","","",1809-01-01 00:00:00,0,"",1865-01-01 00:00:00,"Passy, Paris, France","Besançon, France","","","4","17228286",,,,,,,,,,,,,,,,,
436,"PuS1632","Puffendorf","Samuel",,"2",1,3,"m","","",1632-01-01 00:00:00,0,"",1694-01-01 00:00:00,"Berlin, Germany","Zwönitz, Germany","","Baron Samuel von Pufendorf was a German ","1","",,,,,,,,,,,,,,,,,
437,"Ra0000","Raabe","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Professor","2","na",,,,,,,,,,,,,,,,,
438,"Ragusaxxxx","Ragusa","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","writer of the Herzogin von Ragusa","1","",,,,,,,,,,,,,,,,,
439,"RaC0000","Rahn  ","Caroline",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","Swiss feminist.","2","na",,,,,,,,,,,,,,,,,
440,"RaHK1802","Rahn-Escher","Hans Conrad",,"1",1,1,"m","","",1802-01-01 00:00:00,0,"Zürich",1881-01-01 00:00:00,"","","","Arzt","1","",,,,,,,,,,,,,,,,,
441,"ReA1765","Reding","Alois Josef Fridolin",,"2",1,3,"m","","",1765-01-01 00:00:00,0,"Biberegg, Schwyz/Schwyz",1818-01-01 00:00:00,"","","","einer der ersten, die Widerstand gegen d","1","",,,,,,,,,,,,,,,,,
442,"ReT1755","Reding","Theodor",,"2",1,3,"m","","",1755-01-01 00:00:00,0,"",1809-01-01 00:00:00,"","","","Schwyzer General, 1811 zwingt in Andalus","1","",,,,,,,,,,,,,,,,,
443,"Re<958","Regelinda ","",,"2",1,5,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","not well known mother of Adalrich – see ","1","",,,,,,,,,,,,,,,,,
444,"vReH1755","Reinhard","Hans, von",,"1",1,3,"m","","",1755-01-01 00:00:00,0,"Zürich/Zürich",1835-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","Bürgermeister","4","32403192",,,,,,,,,,,,,,,,,
445,"ReJ1792","Rellstab","Johannes",,"2",1,3,"m","","",1792-01-01 00:00:00,0,"Wädenswil",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger), publiziert Bri","1","",,,,,,,,,,,,,,,,,
446,"ReJAL1772","Reymond","Jean-Antoin Louis",,"2",1,3,"m","","",1772-01-01 00:00:00,0,"Waadt",1821-01-01 00:00:00,"","","","Anführer der Radikalen in der Waadt währ","1","",,,,,,,,,,,,,,,,,
447,"RhVxxxx","Rheinhard","Volker",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
448,"Ri840","Richardis ","",,"2",1,5,"f","of the Ahalolfinger dynasty","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","of the Ahalolfinger dynasty – Princess A","1","",,,,,,,,,,,,,,,,,
449,"RiH1788","Rieter","Heinrich",,"2",1,2,"m","","",1788-01-01 00:00:00,0,"Winterthur ",1851-01-01 00:00:00,"","","","Winterthurer Industrieller. Gliederte de","1","",,,,,,,,,,,,,,,,,
450,"RiK1779","Ritter","Karl",,"2",1,3,"m","","",1779-01-01 00:00:00,0,"",1859-01-01 00:00:00,"","","","Professor Geographie","1","",,,,,,,,,,,,,,,,,
451,"RoW1721","Robertson","William",,"2",1,5,"m","","",1721-01-01 00:00:00,0,"",1793-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
452,"RoM1758","Robespierre","Maximilien Marie Isidore, de",,"2",1,3,"f","","",1758-01-01 00:00:00,0,"",1794-01-01 00:00:00,"na","na","","Idol der Radikalen","2","na",,,,,,,,,,,,,,,,,
453,"RoLxxxx","Roll","Ludwig, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Bahlstahl","1","",,,,,,,,,,,,,,,,,
455,"RoAIP1777","Romanow ","Alexander I. Pawlowitsch",,"2",1,3,"m","Alexander I.","",1777-01-01 00:00:00,0,"",1825-01-01 00:00:00,"Taganrog","St. Petersburg","","Zar von Russland","1","",,,,,,,,,,,,,,,,,
456,"RoeA1770","Rösselet","Abraham",,"2",1,2,"m","","",1770-01-01 00:00:00,0,"",1850-01-01 00:00:00,"Bern, Switzerland","Toul, Lothringen","","participated in the Russian Campaign","4","D42519",,,,,,,,,,,,,,,,,
457,"RoP1787","Rossi","Pellegrino",,"2",1,3,"m","","",1787-01-01 00:00:00,0,"Genf",1848-01-01 00:00:00,"Rom, Italy","Carrara, Italy","","Berichterstatter des Rossi-Plans","4","64074105",,,,,,,,,,,,,,,,,
458,"RoJJ1712","Rousseau","Jean Jacques",,"2",1,5,"m","","",1712-01-01 00:00:00,0,"",1778-01-01 00:00:00,"","","","Idol der Liberalen und Radikalen","1","",,,,,,,,,,,,,,,,,
459,"RuA1678","Ruchat","Abraham",,"3",1,5,"m","","",1678-01-01 00:00:00,0,"",1750-01-01 00:00:00,"","","","«Les délices de la Suisse» (1714)","1","",,,,,,,,,,,,,,,,,
460,"RuJM0000","Rudolf","Johann Martin",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"unkown","na","","Major","1","",,,,,,,,,,,,,,,,,
461,"RueA0000","Rüegg","Anna",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"Schönau",0000-00-00 00:00:00,"na","na","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
462,"RueH1801","Rüegg","Heinrich",,"1",1,2,"m","","",1801-01-01 00:00:00,0,"Bauma (ZH)",1871-01-01 00:00:00,"","","","Medicin, Professor","1","",,,,,,,,,,,,,,,,,
463,"RueJH0000","Rüegg","Johann Heinrich",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Bauma",0000-00-00 00:00:00,"","","","Gichteler, wurde von Platter besucht","2","na",,,,,,,,,,,,,,,,,
464,"RueJ1799","Rüegg","Johannes",,"1",1,2,"m","","",1799-01-01 00:00:00,0,"Bauma (ZH)",1871-01-01 00:00:00,"","","","Professor","1","",,,,,,,,,,,,,,,,,
465,"RuUtE1790","Ruepp-Uttinger","Elise",,"2",1,2,"f","","",1790-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
466,"Rue0000","Rüh","",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","traditionelle Staatengeschichte (Tuchten","2","na",,,,,,,,,,,,,,,,,
467,"RueJxxxx","Rüsens","Jörn",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
468,"RueVxxxx","Rüttimann","Vincenz",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","unitarisch, später konservativer Akteur","1","",,,,,,,,,,,,,,,,,
469,"RMvSAM1772","Rüttimann-Meyer von Schauensee","Anna Maria ",,"2",1,3,"f","","",1772-01-01 00:00:00,0,"",1856-01-01 00:00:00,"unkown","Luzern, Switzerland","","[She] was a politically influential Swis","2","na",,,,,,,,,,,,,,,,,
470,"SaJMxxxx","Sailer","Johann Michael, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
471,"SaJ 1517§","Salat","Johannes",,"2",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","wrote Reformationschronik (1517-1534) ag","1","",,,,,,,,,,,,,,,,,
472,"SaMeM1855","Salis-Marschlins","Barbara Margaretha, von",,"2",1,3,"f","Meta","",1855-01-01 00:00:00,0,"",1929-01-01 00:00:00,"Basel, Switzerland","Schloss Marschlin, Igis, Switzerland","","[She] was a Swiss feminist and historian","4","54193565",,,,,,,,,,,,,,,,,
473,"SaSoJU1790","Salis-Soglio","Johann Ulrich, von",,"2",1,3,"m","","",1790-01-01 00:00:00,0,"",1874-01-01 00:00:00,"Chur, Switzerland","Chur, Switzerland","","Bündner Führer der Sonderbundtruppen (pr","4","17982094",,,,,,,,,,,,,,,,,
474,"SaP1956","Sarasin  ","Philipp   ",,"3",1,5,"m","","",1956-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Schweizer Historiker (Neuere Allgemeine ","1","",,,,,,,,,,,,,,,,,
475,"SaSaE1829","Sarasin-Sauvin","Elisabeth",,"2",1,3,"f","","",1829-01-01 00:00:00,0,"",1982-01-01 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
476,"Sa0000","Sarrans","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","reports about his experiences during the","2","na",,,,,,,,,,,,,,,,,
477,"vSaFC1779","Savigny","Friedrich Carl, von",,"2",1,3,"m","","",1779-01-01 00:00:00,0,"",1861-01-01 00:00:00,"","","","Rechtsgelehrter","1","",,,,,,,,,,,,,,,,,
478,"ScHG1828","Schaller","Henri Gaspard de",,"2",1,2,"m","","",1828-01-01 00:00:00,0,"",1900-01-01 00:00:00,"Fribourg, Switzerland","Versailles, France","","Was in charge to restore and return the ","4","15537329",,,,,,,,,,,,,,,,,
479,"Sc0000","Schäppi","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
480,"ScL0000","Scheidegger","Luise",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"",1866-01-01 00:00:00,"na","na","","1866 Freitod, ev. um nicht die Verlobung","2","na",,,,,,,,,,,,,,,,,
481,"ScHJ1825","Schellenberg","Hans Jakob",,"1",1,1,"m","","",1825-01-01 00:00:00,0,"Pfäffikon (ZH)",1900-01-01 00:00:00,"","","","Farmer","1","",,,,,,,,,,,,,,,,,
482,"ScC1856§","Schenk","Carl",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Hauschronik(1856-1857) – reprint in Neue","1","",,,,,,,,,,,,,,,,,
483,"ScJJ1825","Scherer","Johann Jacob",,"2",1,1,"m","","",1825-01-01 00:00:00,0,"",1878-01-01 00:00:00,"Winterthur, Switzerland","Schönenberg, Switzerland","","","1","",,,,,,,,,,,,,,,,,
484,"HeMB1822","Heimgartner","Maria Bernada",,"5",1,2,"f","born Maria Anna","",1822-01-01 00:00:00,0,"Ingenbohl, Switzerland",1863-01-01 00:00:00,"Menzingen","Fislibach, Aargau","","Co-founderin and first Matron of the Sis","1","",,,,,,,,,,,,,,,,,
485,"ElMT0000","Elmiger","Maria Theresia",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","A Matron of the Ingebohl sisters in Bald","1","",,,,,,,,,,,,,,,,,
486,"KaMO0000","Kaufmann","Maria Otilia",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","A Matron of the Ingebohl sisters in Bald","1","",,,,,,,,,,,,,,,,,
487,"ScMT1825","Scherer","Maria Theresia",,"2",1,3,"f","Anna Maria Katharina","",1825-01-01 00:00:00,0,"",1888-01-01 00:00:00,"","Megger","","Co-founderin and Matron of the Ingebohl ","4","18021095",,,,,,,,,,,,,,,,,
488,"ScBoT1816","Scherer-Boccard","Theodor",,"2",1,1,"m","","",1816-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
489,"ScIT1801","Scherr","Ignaz Thomas",,"1",1,1,"m","","",1801-01-01 00:00:00,0,"Küsnacht, von Württemberg",1870-01-01 00:00:00,"","","","Lehrer","1","",,,,,,,,,,,,,,,,,
490,"ScF1759","Schiller","Friedrich",,"3",1,5,"m","","",1759-01-01 00:00:00,0,"",1805-01-01 00:00:00,"Weimar, Germany","Marbach, Württemberg","","(1789) Universalgeschichte – publishes 1","4","96994450",,,,,,,,,,,,,,,,,
491,"ScDAe1445*","Schillin","Diebold, der Ältere",,"2",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Berner Chronik in the tradition of Schwe","1","",,,,,,,,,,,,,,,,,
492,"ScD1795","Schindler","Dietrich",,"1",1,2,"m","","",1795-01-01 00:00:00,0,"Glarus",1882-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
493,"ScBeA1773","Schlatter-Bernet","Anna",,"2",1,3,"f","","",1773-01-01 00:00:00,0,"",1826-01-01 00:00:00,"St. Gallen, Switzerland","St. Gallen, Switzerland","","","4","4921914",,,,,,,,,,,,,,,,,
494,"ScD1764","Schlegel","Dorothea, von",,"2",1,3,"f","","",1764-01-01 00:00:00,0,"",1839-01-01 00:00:00,"Frankfurt, Germany","Berlin, Germany","","She was a German novelist and translator","4","95307649",,,,,,,,,,,,,,,,,
495,"ScScC1763","Schlege-Schelling","Caroline",,"3",1,5,"f","born Michaelis.","",1763-01-01 00:00:00,0,"her Rousseau interpretation claims for “",1809-01-01 00:00:00,"Maulbronn, Germany","Göttingen, Germany","","She was a noted German intellectual. (Wi","4","98185204",,,,,,,,,,,,,,,,,
496,"ScF1768","Schleiermacher","Friedrich",,"2",1,3,"m","","",1768-01-01 00:00:00,0,"",1834-01-01 00:00:00,"","","","Professor Theologie","1","",,,,,,,,,,,,,,,,,
497,"ScAL1735","Schlözer","August Ludwig",,"3",1,5,"m","","",1735-01-01 00:00:00,0,"",1809-01-01 00:00:00,"","","","Göttinger Historikerschule –Vorstellung ","1","",,,,,,,,,,,,,,,,,
498,"ScL1781","Schnell","(Johann) Ludwig",,"2",1,1,"m","","",1781-01-01 00:00:00,0,"",1859-01-01 00:00:00,"","Burgdorf","","Gebrüder in der Revolution von Olten","4","88235855",,,,,,,,,,,,,,,,,
499,"ScJ1793","Schnell","Johann (Hans)",,"2",1,2,"m","","",1793-01-01 00:00:00,0,"",1865-01-01 00:00:00,"","Burgdorf","","Gebrüder in der Revolution von Olten","4","88235608",,,,,,,,,,,,,,,,,
500,"ScK 1786","Schnell","Karl",,"2",1,2,"m","","",1786-01-01 00:00:00,0,"",1844-01-01 00:00:00,"","Burgdorf","","Gebrüder in der Revolution von Olten","4","77078004",,,,,,,,,,,,,,,,,
501,"ScH1819","Schnurrenberger","Heinrich",,"1",1,2,"m","","",1819-01-01 00:00:00,0,"Sternenberg/Zürich",1839-01-01 00:00:00,"","","","Sohn armer, alter Eltern","1","",,,,,,,,,,,,,,,,,
502,"ScBuAxxxx","Schnyder Burghartz ","Albert",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","model of consensus…","1","",,,,,,,,,,,,,,,,,
