"id","user_id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","viaf_no","authority_record","authority_organization"
"662",\N,"Wi900§",\N,\N,"2","1","3","2","Wiborada",\N,"also Guiborat or Weibrath",\N,\N,\N,\N,"Abbey of Saint Gall, St. Gallen, Switzerland","Aargau, Switzerland",\N,"Saint Wiborada of St. Gall was a member of the Swabian nobility in what is present-day Switzerland. She was an anchoress, Benedictine nun, and martyr, as well as the first woman formally canonized by the Vatican.  (Wikipedia)","2",\N,"na","0"
"663",\N,"WiJ1791",\N,\N,"2","1","2","1","Wieland","Johannes",\N,"1791-01-01 00:00:00",\N,\N,"1832-01-01 00:00:00","Basel, Switzerland","Basel, Switzerland",\N,\N,"4",\N,"15147157","0"
"664",\N,"WiF1777",\N,\N,"2","1","3","1","Wilken","Friedrich",\N,"1777-01-01 00:00:00",\N,\N,"1840-01-01 00:00:00",\N,\N,\N,"Professor Historik","1",\N,\N,\N
"665",\N,"Wixxxx",\N,\N,"2","1","3","1","Willin",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"666",\N,"WiKMxxxx",\N,\N,"2","1","3","1","Wirth","Kaspar Melchior",\N,\N,\N,\N,\N,\N,\N,\N,"Pfarrer, Gegenvorschlag des Kirchenrats für Pfarrei Pfäffikon","1",\N,\N,\N
"667",\N,"Wirzxxxx",\N,\N,"2","1","3","1","Wirz",\N,\N,\N,"zuletzt Mönchaltorf",\N,\N,\N,\N,\N,"Pfarrer, Lehrer von Heinrich Escher","1",\N,\N,\N
"669",\N,"WoFME1812",\N,\N,"3","1","5","2","Wolfhagen","Friederike Marie Ernstine","Marie Norden","1812-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00","na","na",\N,"actually Friederike Marie Ernstine Wolfhagen (1812-1878) ","2",\N,"na","0"
"670",\N,"WoM1759",\N,\N,"2","1","3","2","Wollenstonecraft","Mary",\N,"1759-01-01 00:00:00",\N,\N,"1797-01-01 00:00:00","na","na",\N,\N,"2",\N,"na","0"
"672",\N,"WueJ1787",\N,\N,"1","1","2","1","Würgler","Johannes",\N,"1787-01-01 00:00:00","Hottingen, von Uster",\N,\N,\N,\N,\N,"unbekannt","1",\N,\N,\N
"673",\N,"WyD1763",\N,\N,"1","1","3","1","Wyss","David, von",\N,"1763-01-01 00:00:00","Zürich/Erlenbach",\N,"1839-01-01 00:00:00","Erlenbach, Zürich, Switzerland","Zürich, Switzerland",\N,"Bürgermeister","4",\N,"13104570","0"
"674",\N,"WyG1816",\N,\N,"3","1","5","1","Wyss","Georg, von",\N,"1816-01-01 00:00:00","Geschichte der Historiographie in der Schweiz(1895?); Zürich am Ausgange des dreizehnten Jahrhunderts [Zurich at the close of the thirteenth century] (1876)",\N,"1893-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"675",\N,"Wyxxxx",\N,\N,"2","1","3","1","Wyttenbach",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Sarnerbund; Hauptmann","1",\N,\N,\N
"676",\N,"ZeHU1798",\N,\N,"1","1","1","1","Zehnder","Johann Ulrich",\N,"1798-01-01 00:00:00","Hans Ulrich",\N,"1877-01-01 00:00:00","Zürich, Switzerland","Oberengstringen",\N,"Bürgermeister","4",\N,"116969024","0"
"677",\N,"ZeStJ1806",\N,\N,"2","1","2","2","Zehnder-Stadlin","Josephin",\N,"1806-01-01 00:00:00",\N,\N,"1875-01-01 00:00:00","na","na",\N,"Pädagogin, Nichte von Elise Ruepp, Freundin von Augustin Keller","2",\N,"na","0"
"678",\N,"Ze xxxx",\N,\N,"2","1","3","1","Zerrer",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Seidenfabrikant in Hausen","1",\N,\N,\N
"679",\N,"ZeC1857",\N,\N,"2","1","3","2","Zetkin","Clara Josephine ","born Eißner","1857-01-01 00:00:00",\N,\N,"1933-01-01 00:00:00","Arkhangelskoye, near Moscow","Königshain-Wiederau, Saxony",\N,"Clara Zetkin was a German Marxist theorist, activist, and advocate for women's rights. In 1911, she organized the first International Women's Day. (Wikipedia)","4",\N,"46861505","0"
"680",\N,"Zexxxx",\N,\N,"2","1","3","1","Zeuner",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"681",\N,"ZiPCE1800",\N,\N,"1","1","2","1","Ziegler","Paul Carl Eduard",\N,"1800-01-01 00:00:00",\N,\N,"1882-01-01 00:00:00",\N,\N,\N,"Berufsoffizier in Holland, Oberst, Kaufmann; Led batallion of the counter-revolution during Helvetic","1",\N,\N,\N
"682",\N,"ZiOxxxx",\N,\N,"3","1","5","1","Zimmer","Oliver",\N,\N,\N,\N,\N,\N,\N,\N,"A Contested Nation: History, Memory and Nationalism in Switzerland, 1761-1891 (Zimmer, 2003)","1",\N,\N,\N
"683",\N,"ZiD1792",\N,\N,"2","1","3","1","Zimmerli","D.",\N,"1792-01-01 00:00:00",\N,\N,"1875-01-01 00:00:00","Aarau, Switzerland","Aarau, Switzerland",\N,\N,"4",\N,"D24460","0"
"684",\N,"ZiBaeP1829",\N,\N,"2","1","3","2","Zimmerli-Bäuerlin","Pauline",\N,"1829-01-01 00:00:00",\N,\N,"1914-01-01 00:00:00","na","na",\N,"Swiss enterpreneur in the textil industry.","2",\N,"na","0"
"685",\N,"ZiJCxxxx",\N,\N,"2","1","3","1","Zimmermann","J. C.",\N,\N,\N,\N,\N,\N,\N,\N,"Sekundarschulpfleger","1",\N,\N,\N
"686",\N,"ZiJH0000",\N,\N,"2","1","1","1","Zimmermann","Johann H.",\N,\N,\N,\N,\N,"na","na",\N,\N,"1",\N,\N,\N
"687",\N,"ZiJG1728",\N,\N,"2","1","2","1","Zimmermann, Ritter von","Johann Georg",\N,"1728-01-01 00:00:00","Bussenhausen, Brugg/Hannover",\N,"1795-01-01 00:00:00",\N,\N,\N,"Gichteler (Neugläubiger) ?","1",\N,\N,\N
"688",\N,"ZiK1478",\N,\N,"2","1","3","2","Zimmern","Katharina, von",\N,"1478-01-01 00:00:00",\N,\N,"1547-01-01 00:00:00","na","na",\N,"Last Princess Abbess of the Imperial Abbey of Fraumünster (Zürich), renounces her postion in favour of peace (Abegg, 2008; Barack, 1932; Bumiller, Rüth, & Weber, 2012; Decker-Hauff, 1964; Gysel & Helbling, 1999; Niederhäuser & Wild, 2012; Vogelsanger, 1994)","2",\N,"na","0"
"689",\N,"ZiK1801",\N,\N,"3","1","5","2","Zitz","Kathinka","born Halein, full name Kathinka Therese ","1801-01-01 00:00:00",\N,\N,"1877-01-01 00:00:00","na","Mainz, Germany",\N,"Kathinka Zitz was a German writer. On June 3, 1837, she married a distant relative, the prominent Mainz attorney and 1848 revolutionary Dr. Franz Heinrich Zitz. They lived together for two years. (Wikipedia)","4",\N,"232872775","0"
"690",\N,"ZsH1771",\N,\N,"3","1","5","1","Zschokke","Heinrich",\N,"1771-01-01 00:00:00",\N,\N,"1848-01-01 00:00:00",\N,\N,\N,"neben Troxler der führende Schweizer Publizist. Wrote as historiographer the drama of the Helvetic revolution - (Hentschel, 2002) (p. 230) cites Berlepsch as a “[...] ein zur Hölle gewordenes Paradis [...]” (Berlepsch, 1799) (p. 436) ","1",\N,\N,\N
"691",\N,"WeK1894",\N,\N,"5","1","2","2","Wendel","Klara",\N,"1894-01-01 00:00:00",\N,\N,"1884-01-01 00:00:00",\N,\N,\N,"Mentioned in letter between Blumer and Escher: Klara Wendel (1804–1884). Blumer verweist hier auf die «Gaunerprozesse» von 1824–1826, in denen die Aussagen der heimatlosen Klara Wendel für politische Zwecke instrumentalisiert wurden. Vgl. Pfyffer, Geschichte Luzern II, S. 366–385.","1",\N,\N,\N
"692",\N,"SiJ1787",\N,\N,"5","1","2","2","Sichler","Josephine",\N,"1787-01-01 00:00:00",\N,\N,\N,\N,"Rottweil, Würtemberg",\N,"Participated in the Russian capaign 1812. Daughter of Franz Xaver Sichler and Hyacinthe Burckhardt. Born 19/3/1787. Sie heiratete 1811 in Ludwigsburg Georg HENSSLER, Unteroffizier der
württembergischen Kavallerie, geboren in Frickenhausen, Sie folgte ihrem
Mann nach Rußland, der in der Schlacht von Borodino am 07. September 1812 
fiel. Die  Beresina (November 1812) überwand Josephine HENSSLER bei 
Eiseskälte schwimmend in Anwesenheit Napoleons. Sie lebte vermutlich 1857 
in Stuttgart und erhielt die auch in Deutschland sehr begehrte Sankt-Helena-
Medaille. Source: http://www.stehelene.org/cgi-bin/lh/stehelene-search.pl ","1",\N,\N,\N
"693",\N,"LeG xxxx",\N,\N,"5","1","2","2","Lennox","Georgiana",\N,\N,\N,\N,\N,\N,\N,\N,"Particpated in Napoleons invasion of Belgium (?). See http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm","1",\N,\N,\N
"694",\N,"JoJxxxx",\N,\N,"5","1","2","2","Jones","Jenny  ",\N,\N,\N,\N,\N,\N,\N,\N,"Another women at Waterloo was 26-year-old Jenny Jones. Her tombstone at Tau y Ilyn in Wales records that she was there with her husband of the 23rd Royal Welsh Fusiliers and remained on the field for three days. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,\N
"695",\N,"AgExxxx",\N,\N,"5","1","2","2","Aggelin","Elske, van",\N,\N,\N,\N,\N,\N,\N,\N,"a sutleress with the Dutch army, ¨[in Waterloo] who celebrated her 95th birthday in perfect health in 1889. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,\N
"696",\N,"MoBxxxx",\N,\N,"5","1","2","2","Moon","Barbara",\N,\N,\N,\N,\N,\N,\N,\N,"One of the last surviving witnesses of Waterloo was Mrs. Barbara Moon, who died in October 1903, 88 years after the battle. Born during the Peninsular War, she was a four-year-old child by the time of Waterloo and rode in a wagon over the battlefield in the evening of June 18. Her father, a color sergeant in the 95th Rifles, died of his wounds of few months later. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,\N
"697",\N,"DeMxxxx",\N,\N,"5","1","2","2","Deacon","Martha",\N,\N,\N,\N,\N,\N,\N,\N,"Ensign Thomas Deacon of the 73rd Foot was wounded at the Battle of Quatre Bras on June 16 and his pregnant wife, Martha, searched in vain for him throughout the night. Then she heard that he had been taken to Brussels and set out for the Belgian capital on foot, accompanied by her three children. Torrential rain soon drenched them as they trudged warily along the 20 miles of road. Martha had only a black silk dress and a light shawl, but reached the city with her children, found her husband safe there,, and gave birth to a baby girl on June 19. The joyful parents christened her Waterloo Deacon, after the previous day's victory. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,\N
"698",\N,"LaMxxxx",\N,\N,"5","1","2","2","Lancey","Madgalene, de",\N,\N,\N,\N,\N,\N,\N,\N,"had married Colonel Sir William Howe de Lancey, Wellington's deputy quartermaster-general, on April 4, 1815. Magdalene went to Antwerp for safety when hostilities began and there she received a succession of conflicting rumors that William was either dead or alive. At last, she learned that he was alive, but badly wounded. She managed to reach his side in a cottage and was with him when he died on June 26. They had been married for less than three months. Magdalene de Lancey later wrote an outstanding account of her experiences, which she called A Week at Waterloo in 1815. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,\N
"699",\N,"McMxxxx",\N,\N,"5","1","2","2","McMullen","1",\N,\N,\N,\N,\N,\N,\N,\N,"Wife of Peter McMullen, mother of Frederik McMullen. Participated in the battle of Waterloo.","1",\N,\N,\N
"700",\N,"WaCAxxxx",\N,\N,"5","1","2","2","Waldie","Charlotte Ann",\N,\N,\N,\N,\N,\N,\N,\N,"an English resident of Brussels, described the heart-rending scenes in the city on that morning: - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,\N
"701",\N,"TdBMxxxx",\N,\N,"5","1","2","2","Tête-du-bois","Marie",\N,\N,\N,\N,\N,\N,\N,\N,"Marie Tête-du-bois, the cantinière of the 1st Grenadiers of the Guard, was cut in two by a cannonball at Waterloo. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,\N
"702",\N,"JoT1787§",\N,\N,"5","1","2","2","Jourdan","Therese",\N,\N,\N,\N,\N,\N,\N,\N,"Participated together with Josephine Sichler in the Russian capaign. Her husband Petru fell before her eyes in the battle of Borodino.","1",\N,\N,\N
"703",\N,"ZuBF1720",\N,\N,"4","1","4","1","Zurlauben","Beat Fidel",\N,"1720-01-01 00:00:00",\N,\N,"1799-01-01 00:00:00",\N,\N,\N,"Militärhistoriker","1",\N,\N,\N
"704",\N,\N,\N,\N,"6","1","2","1","Allendorf","Johann Conrad Ludwig",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"705",\N,\N,\N,\N,"6","1","2","1","Arndt","Johann",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"706",\N,\N,\N,\N,"6","1","2","1","Augustinus ","Aurelius",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"707",\N,\N,\N,\N,"6","1","2","1","Barhdt","Christian Gottlob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"708",\N,\N,\N,\N,"6","1","2","1","Bär",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Teacher","3",\N,\N,\N
"709",\N,\N,\N,\N,"6","1","2","1","Bergasse",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"710",\N,\N,\N,\N,"6","1","2","1","Beyel","Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"711",\N,\N,\N,\N,"6","1","2","1","Beyel","Johann Konrad",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"712",\N,\N,\N,\N,"6","1","2","2","Beyel-Imthurn","Julie  ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"713",\N,\N,\N,\N,"6","1","2",\N,"Beyel-Kirchhofer","Elisabeth",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"714",\N,\N,\N,\N,"6","1","2",\N,"Birch","Salomon, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"715",\N,\N,\N,\N,"6","1","2",\N,"Birch-Morf","Anna, von","Nanny",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"716",\N,\N,\N,\N,"6","1","2",\N,"Blumhardt","Johann Christoph ","d. Ä.",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"717",\N,\N,\N,\N,"6","1","2",\N,"Blumhardt-Köllner","Doris",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"718",\N,\N,\N,\N,"6","1","2",\N,"Bluntschli","Hans Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"719",\N,\N,\N,\N,"6","1","2",\N,"Bosshard","Catharina Elisabetha",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"720",\N,\N,\N,\N,"6","1","2",\N,"Bosshard","Hans Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"721",\N,\N,\N,\N,"6","1","2",\N,"Bosshard-von Peyer","Catharina Franziska Carolina",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"722",\N,\N,\N,\N,"6","1","2",\N,"Burckhardt-von Peyer","Johannes",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"723",\N,\N,\N,\N,"6","1","2",\N,"Burkhardt","Diethelm","d. Ä.",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"724",\N,\N,\N,\N,"6","1","2",\N,"Burkhardt","Diethelm","d. J.",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"725",\N,\N,\N,\N,"6","1","2",\N,"Claudius","Matthias",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"726",\N,\N,\N,\N,"6","1","2",\N,"Deschwanden","Melchior Paul",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"727",\N,\N,\N,\N,"6","1","2",\N,"Dubs","Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"728",\N,\N,\N,\N,"6","1","2",\N,"Escher","Mathilde",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"729",\N,\N,\N,\N,"6","1","2",\N,"Esslinger","Johann David",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"730",\N,\N,\N,\N,"6","1","2",\N,"Esslinger-Tobler","Marie",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"731",\N,\N,\N,\N,"6","1","2",\N,"Fehr",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Buchhändler","3",\N,\N,\N
"732",\N,\N,\N,\N,"6","1","2",\N,"Finsler","Georg",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"733",\N,\N,\N,\N,"6","1","2",\N,"Fliedner","Theodor",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"734",\N,\N,\N,\N,"6","1","2",\N,"Flugi","Conradin, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"735",\N,\N,\N,\N,"6","1","2",\N,"Flugi","Constantin, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"736",\N,\N,\N,\N,"6","1","2",\N,"Flugi","Elise, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"737",\N,\N,\N,\N,"6","1","2",\N,"Flugi","Johannes, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"738",\N,\N,\N,\N,"6","1","2",\N,"Flugi","Nikolaus, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"739",\N,\N,\N,\N,"6","1","2",\N,"Flugi","Regina, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"740",\N,\N,\N,\N,"6","1","2",\N,"Flugi","Thomas Alphons, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"741",\N,\N,\N,\N,"6","1","2",\N,"Flugi-Planta von Wildenberg zu Steinsber","Regina, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"742",\N,\N,\N,\N,"6","1","2",\N,"Flugi-Pool","Juditha, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"743",\N,\N,\N,\N,"6","1","2",\N,"Francke","August Hermann",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"744",\N,\N,\N,\N,"6","1","2",\N,"Fries","Anna Susanna",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"745",\N,\N,\N,\N,"6","1","2",\N,"Fries-Freudweiler","Regula Susanna",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"746",\N,\N,\N,\N,"6","1","2",\N,"Fröhlich",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"747",\N,\N,\N,\N,"6","1","2",\N,"Füssli","Johann Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"748",\N,\N,\N,\N,"6","1","2",\N,"Ganz","Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"749",\N,\N,\N,\N,"6","1","2",\N,"Gellert","Christian Fürchtgott",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"750",\N,\N,\N,\N,"6","1","2",\N,"Gerhardt","Paul",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"751",\N,\N,\N,\N,"6","1","2","2","Gessner","Dorothea","Döde","1749-01-01 00:00:00",\N,\N,"1830-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"752",\N,\N,\N,\N,"6","1","2",\N,"Gessner","Eisabeth","Sette","1755-01-01 00:00:00",\N,\N,"1831-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"753",\N,\N,\N,\N,"6","1","2",\N,"Gessner","Hans Kaspar",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"754",\N,\N,\N,\N,"6","1","2",\N,"Gessner","Jakob","Hans Jakob, Jaque, d. Ä.","1759-01-01 00:00:00",\N,\N,"1832-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"755",\N,\N,\N,\N,"6","1","2",\N,"Gessner","Jakob","Jaque, d. J.","1782-01-01 00:00:00",\N,\N,"1806-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"756",\N,\N,\N,\N,"6","1","2",\N,"Gessner","Kaspar   ",\N,"1720-01-01 00:00:00",\N,\N,"1790-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"757",\N,\N,\N,\N,"6","1","2",\N,"Gessner","Regula Susanna",\N,"1751-01-01 00:00:00",\N,\N,"1792-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"758",\N,\N,\N,\N,"6","1","2",\N,"Gessner","Anna Barbara","Bäbe",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"759",\N,\N,\N,\N,"6","1","2",\N,"Gessner-Hess","Meta Regina",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"760",\N,\N,\N,\N,"6","1","2",\N,"Gessener-Heusser","Meta Regina",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"761",\N,\N,\N,\N,"6","1","2",\N,"Gessner-Keller",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"762",\N,\N,\N,\N,"5","1","2",\N,"Gessner-Schweizer","Anna",\N,"1757-01-01 00:00:00",\N,\N,"1836-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"763",\N,\N,\N,\N,"6","1","2",\N,"Gessner-Lavater","Anna","Nette",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"764",\N,\N,\N,\N,"6","1","2",\N,"Gessner-Schulthess","Barbara",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"765",\N,\N,\N,\N,"6","1","2",\N,"Glinz","Andreas",\N,\N,"Trewernau",\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"766",\N,\N,\N,\N,"6","1","2",\N,"Glinz-Scherb","Elisabeth",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"767",\N,\N,\N,\N,"6","1","2",\N,"Graffenried","Franz Emmanuel Anton",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"768",\N,\N,\N,\N,"6","1","2",\N,"Gray","Johanna",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"769",\N,\N,\N,\N,"6","1","2",\N,"Grob","Hans Kaspar",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"770",\N,\N,\N,\N,"6","1","2",\N,"Gröben","Graf von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"771",\N,\N,\N,\N,"6","1","2",\N,"Gröben","Selma, Gräfin von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"772",\N,\N,\N,\N,"6","1","2",\N,"Grob-Gessner","Johanna Dorothea","Hannchen",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"773",\N,\N,\N,\N,"6","1","2",\N,"Hardenberg-Novalis","Friedrich, von.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"774",\N,\N,\N,\N,"6","1","2",\N,"Hassell","Ulrich, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"775",\N,\N,\N,\N,"6","1","2",\N,"Hebel","Johann Peter",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"776",\N,\N,\N,\N,"6","1","2",\N,"Heidegger-Hess","Anna","Nettli",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"777",\N,\N,\N,\N,"6","1","2",\N,"Heine","Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"778",\N,\N,\N,\N,"6","1","2",\N,"Herrenhuter",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"779",\N,\N,\N,\N,"7","1","2","1","ab Yberg","Alois",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"780",\N,\N,\N,\N,"7","1","2","1","Abyberg-Reding","Dominik",\N,\N,\N,\N,\N,\N,\N,\N,"women","3",\N,\N,\N
"781",\N,\N,\N,\N,"7","1","2","2","abYberg ","Joseph Theodor Xaver, Graf",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"782",\N,\N,\N,\N,"7","1","2","2","Aepli-Heusser",\N,\N,\N,"Schönenberg",\N,\N,\N,\N,\N,"women","3",\N,\N,\N
"783",\N,\N,\N,\N,"7","1","2","1","Amman","Johann Caspar",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"784",\N,\N,\N,\N,"7","1","2","1","Andermatt",\N,\N,\N,\N,\N,\N,\N,\N,\N,"General","3",\N,\N,\N
"785",\N,\N,\N,\N,"7","1","2","1","Anderson",\N,\N,\N,\N,\N,\N,\N,\N,\N,"women widow","3",\N,\N,\N
"786",\N,\N,\N,\N,"7","1","2","1","Arnold","Gottfried",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"787",\N,\N,\N,\N,"7","1","2","1","Bär",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Dr. med.","3",\N,\N,\N
"788",\N,\N,\N,\N,"7","1","2","1","Bär",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Missionary","3",\N,\N,\N
"789",\N,\N,\N,\N,"7","1","2","1","Barbou de Courières","Gabriel-Marie",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"790",\N,\N,\N,\N,"7","1","2","2","Baumann-Heusser","Anna Maria ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"791",\N,\N,\N,\N,"7","1","2","2","Baumann  ","Barbara",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"792",\N,\N,\N,\N,"7","1","2","1","Baumann","Felix",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"793",\N,\N,\N,\N,"7","1","2","1","Baumgartner","Hans",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"794",\N,\N,\N,\N,"7","1","2","1","Beyel","Johann Conrad",\N,\N,"Biel",\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"795",\N,\N,\N,\N,"7","1","2","2","Beyel-Kirchhofer","Susanna Elisabetha",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"796",\N,\N,\N,\N,"7","1","2","1","Biermer","Anton",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
