"game_agent_id","agent_name","id","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization","memberID"
"642",\N,"642",\N,\N,"3","1","5","2","Wegscheider","Hildegrad",\N,"1871-01-01 00:00:00",\N,\N,"1953-01-01 00:00:00","Berlin, Germany","Berlin, Germany",\N,"She was a German teacher and school reformer. Chronicon Carionis: ein Beitrag zur Geschichtsschreibung des 16. Jahrhunderts, Halle (M. Niemeyer) (1898) (Dissertation, auch als Hallesche Abhandlungen zur neueren Geschichte; 35) - ""Die Frau im demokratischen Staat, An unsere Frauen"", Verlag ""Das Volk"" Berlin, Dezember 1945 – „European spirit“  and development of European values in private „protected space“ (Koop, 2009) –foundation of girls schoos at the end of 19th Century – positive experience of studies at University Zurich – one of the characteristics of a good student accoding Treischke was his ability to get drunk (!) (p. 45)","2","na","0","WeH1871"
"643",\N,"643",\N,\N,"2","1","3","1","Wehrli",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Seidenfabrikant in Zürich","1",\N,\N,"Wexxxx"
"644",\N,"644",\N,\N,"3","1","5","2","Weinmann","Barbara  ",\N,\N,\N,\N,\N,\N,\N,\N,"Barbara Weinmann in Eine andere Bürgergesellschaft (Weinmann, 2002) similar as Paul König, finds the unique roots of the Swiss political system and national identity in a synthesis of the medieval guild system and liberal ideals derived from the French Revolution. While König understands this synthesis rather as an harmonic integration or a kind of balance (König, 1960, 1966, 1969), Weinmann understands it as form of genuine creation of a new way of thinking that emerges from two different, apparently opposing ideologies. Her view is completly disconnected from the soteriological interpretation and the need of religious spirituality.","1",\N,\N,"WeBxxxx"
"645",\N,"645",\N,\N,"1","1","1","1","Weiss","Heinrich",\N,"1789-01-01 00:00:00","Fehraltorf (ZH)",\N,"1848-01-01 00:00:00",\N,\N,\N,"Regierungsrat, Professor,Sohn eines Lehrmeisters, Tuchhändler in Winterthur","2","na","0","WeH 1789"
"646",\N,"646",\N,\N,"2","1","6","1","Weiss","Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,"Pfarrer in Dielsdorf, Notar 1822","1",\N,\N,"WeHxxxx"
"647",\N,"647",\N,\N,"2","1","6","1","Weiss","Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,"Lehrer in Knonau oder von Knonau 1800","1",\N,\N,"WeHxxxx"
"648",\N,"648",\N,\N,"2","1","6","1","Weiss","Heinrich",\N,\N,"Rumikon",\N,\N,\N,\N,\N,"Friedensrichter 1822","1",\N,\N,"WeHxxxx"
"649",\N,"649",\N,\N,"2","1","6","1","Weiss","Heinrich",\N,\N,"Zürich",\N,\N,\N,\N,\N,"Oberleutnant 1822","1",\N,\N,"WeHxxxx"
"650",\N,"650",\N,\N,"2","1","6","1","Weiss","Heinrich",\N,\N,"Zürich",\N,\N,\N,\N,\N,"Artillerie 1822","1",\N,\N,"WeHxxxx"
"651",\N,"651",\N,\N,"2","1","6","1","Weiss","Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,"Oberst 26.1.1877, schwiegersohn von Eduard Pöschel oder Baron Walter-Burg (http://81.10.184.26:9001/personen_add/Burg_Adam_Freiherr.pdf)","1",\N,\N,"WeHxxxx"
"652",\N,"652",\N,\N,"2","1","2","1","Weiss","Johann Heinrich",\N,"1805-01-01 00:00:00",\N,\N,"1877-01-01 00:00:00",\N,\N,\N,"Pfarrer zu Wallisellen. author of ""Die Kirchenverfassung der Piemontesischen Waldensergemeinden: Aus ihren Synodalprotokollen von 1690 - 1828 in einzelne Sätze zusammengestellt ; nebst einigen ausgewählten Stellen aus den ältesten Bekenntnißschriften der Waldenser""","1",\N,\N,"WeJH1805"
"653",\N,"653",\N,\N,"2","1","3","1","Weitling","Wilhelm",\N,\N,"Magdeburg",\N,\N,\N,\N,\N,"Ausländischer Sozialist in Lausanne","1",\N,\N,"WeWxxxx"
"654",\N,"654",\N,\N,"4","1","4","2","Welti-Escher","Lydia",\N,"1858-01-01 00:00:00",\N,\N,"1891-01-01 00:00:00","na","na",\N,\N,"2","na","0","WeEsL1858"
"655",\N,"655",\N,\N,"1","1","2","1","Werdmüller","Hans Rudolf",\N,"1756-01-01 00:00:00",\N,\N,"1825-01-01 00:00:00",\N,\N,\N,"Stadträsident, Kaufmann im alten Seidenhof","1",\N,\N,"WeHR1756"
"656",\N,"656",\N,\N,"2","1","3","1","Werdt",", von",\N,\N,\N,\N,\N,\N,\N,\N,"Sarnerbund",\N,\N,"1","Wexxxx"
"657",\N,"657",\N,\N,"2","1","2","1","Werdt","Friedrich Karl Georg, von",\N,"1831-01-01 00:00:00",\N,\N,"1893-01-01 00:00:00","Toffen, Switzerland","Bern, Switzerlan",\N,\N,"4","D4772","0","WeFKG1831"
"658",\N,"658",\N,\N,"2","1","3","2","Wespi","Anna Elisabeth ",\N,"1783-01-01 00:00:00",\N,\N,\N,"na","Fällanden, Zürich, Switzerland",\N,"She was married to Jakob Wespi.","2","na","0","WeE1783"
"659",\N,"659",\N,\N,"3","1","5","1","Wessendorf","Ernst",\N,\N,\N,\N,\N,\N,\N,\N,"Ernst Wessendorf writes 1962 his dissertation Geschichtsschreibung für Volk und Schulen in der alten Eidgenossenschaft (Wessendorf, 1962)","1",\N,\N,"WeExxxx"
"660",\N,"660",\N,\N,"2","1","3","1","Wet(z)stein","Johann Rudolph",\N,\N,"Kempraten",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","1",\N,\N,"WeJRxxxx"
"661",\N,"661",\N,\N,"2","1","5","2","Wetzikon","Elisabeth, von",\N,\N,\N,\N,"1295-01-01 00:00:00",\N,\N,\N,"Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). „Bis heute sind 170 Urkunden erhalten, die ihren Namen und teilweise auch ihr Siegel tragen und aufzeigen, dass sie sich von Amts wegen mit vielen verschiedenen Rechtsgeschäften befasste. Sie hatte weitreichende Beziehungen und politischen Einfluss über Zürich hinaus. Beispielsweise war der Landammann von Uri im Gründungsjahr der Schweiz 1291 ihr Meier Ritter Arnold von Silenen.“ (Wikipedia)","1",\N,\N,"WeE1235*"
"662",\N,"662",\N,\N,"2","1","3","2","Wiborada",\N,"also Guiborat or Weibrath",\N,\N,\N,\N,"Abbey of Saint Gall, St. Gallen, Switzerland","Aargau, Switzerland",\N,"Saint Wiborada of St. Gall was a member of the Swabian nobility in what is present-day Switzerland. She was an anchoress, Benedictine nun, and martyr, as well as the first woman formally canonized by the Vatican.  (Wikipedia)","2","na","0","Wi900§"
"663",\N,"663",\N,\N,"2","1","2","1","Wieland","Johannes",\N,"1791-01-01 00:00:00",\N,\N,"1832-01-01 00:00:00","Basel, Switzerland","Basel, Switzerland",\N,\N,"4","15147157","0","WiJ1791"
"664",\N,"664",\N,\N,"2","1","3","1","Wilken","Friedrich",\N,"1777-01-01 00:00:00",\N,\N,"1840-01-01 00:00:00",\N,\N,\N,"Professor Historik","1",\N,\N,"WiF1777"
"665",\N,"665",\N,\N,"2","1","3","1","Willin",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"Wixxxx"
"666",\N,"666",\N,\N,"2","1","3","1","Wirth","Kaspar Melchior",\N,\N,\N,\N,\N,\N,\N,\N,"Pfarrer, Gegenvorschlag des Kirchenrats für Pfarrei Pfäffikon","1",\N,\N,"WiKMxxxx"
"667",\N,"667",\N,\N,"2","1","3","1","Wirz",\N,\N,\N,"zuletzt Mönchaltorf",\N,\N,\N,\N,\N,"Pfarrer, Lehrer von Heinrich Escher","1",\N,\N,"Wirzxxxx"
"668",\N,"668",\N,\N,"2","1","3","1","Wiswald",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"Wixxxx"
"669",\N,"669",\N,\N,"3","1","5","2","Wolfhagen","Friederike Marie Ernstine","Marie Norden","1812-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00","na","na",\N,"actually Friederike Marie Ernstine Wolfhagen (1812-1878) ","2","na","0","WoFME1812"
"670",\N,"670",\N,\N,"2","1","3","2","Wollenstonecraft","Mary",\N,"1759-01-01 00:00:00",\N,\N,"1797-01-01 00:00:00","na","na",\N,\N,"2","na","0","WoM1759"
"671",\N,"671",\N,\N,"3","1","5","2","Wollstonecraft","Mary",\N,"1759-01-01 00:00:00",\N,\N,"1797-01-01 00:00:00","London, United Kingdom","Spitalfields, United Kingdom",\N,"according Vahsen (Vahsen, 2000)blaims the French national character and claims the need for a gradual introduction of the revolution (Wollstonecraft, 1790, 1794) – she was in Paris during the revolution and her books were translated into German.","4","51697482","0","WoM1759"
"672",\N,"672",\N,\N,"1","1","2","1","Würgler","Johannes",\N,"1787-01-01 00:00:00","Hottingen, von Uster",\N,\N,\N,\N,\N,"unbekannt","1",\N,\N,"WueJ1787"
"673",\N,"673",\N,\N,"1","1","3","1","Wyss","David, von",\N,"1763-01-01 00:00:00","Zürich/Erlenbach",\N,"1839-01-01 00:00:00","Erlenbach, Zürich, Switzerland","Zürich, Switzerland",\N,"Bürgermeister","4","13104570","0","WyD1763"
"674",\N,"674",\N,\N,"3","1","5","1","Wyss","Georg, von",\N,"1816-01-01 00:00:00","Geschichte der Historiographie in der Schweiz(1895?)",\N,"0000-00-00 00:00:00","1893-01-01 00:00:00",\N,\N,\N,\N,\N,"1","WyG1816"
"675",\N,"675",\N,\N,"2","1","3","1","Wyttenbach",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Sarnerbund",\N,\N,"1","Wyxxxx"
"676",\N,"676",\N,\N,"1","1","1","1","Zehnder","Johann Ulrich",\N,"1798-01-01 00:00:00","Hans Ulrich",\N,"1877-01-01 00:00:00","Zürich, Switzerland","Oberengstringen",\N,"Bürgermeister","4","116969024","0","ZeHU1798"
"677",\N,"677",\N,\N,"2","1","2","2","Zehnder-Stadlin","Josephin",\N,"1806-01-01 00:00:00",\N,\N,"1875-01-01 00:00:00","na","na",\N,"Pädagogin, Nichte von Elise Ruepp, Freundin von Augustin Keller","2","na","0","ZeStJ1806"
"678",\N,"678",\N,\N,"2","1","3","1","Zerrer",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Seidenfabrikant in Hausen","1",\N,\N,"Ze xxxx"
"679",\N,"679",\N,\N,"2","1","3","2","Zetkin","Clara Josephine ","born Eißner","1857-01-01 00:00:00",\N,\N,"1933-01-01 00:00:00","Arkhangelskoye, near Moscow","Königshain-Wiederau, Saxony",\N,"Clara Zetkin was a German Marxist theorist, activist, and advocate for women's rights. In 1911, she organized the first International Women's Day. (Wikipedia)","4","46861505","0","ZeC1857"
"680",\N,"680",\N,\N,"2","1","3","1","Zeuner",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"Zexxxx"
"681",\N,"681",\N,\N,"1","1","2","1","Ziegler","Paul Carl Eduard",\N,"1800-01-01 00:00:00",\N,\N,"1882-01-01 00:00:00",\N,\N,\N,"Berufsoffizier in Holland, Oberst, Kaufmann; Led batallion of the counter-revolution during Helvetic","1",\N,\N,"ZiPCE1800"
"682",\N,"682",\N,\N,"3","1","5","1","Zimmer","Oliver",\N,\N,\N,\N,\N,\N,\N,\N,"A Contested Nation: History, Memory and Nationalism in Switzerland, 1761-1891 (Zimmer, 2003)","1",\N,\N,"ZiOxxxx"
"683",\N,"683",\N,\N,"2","1","3","1","Zimmerli","D.",\N,"1792-01-01 00:00:00",\N,\N,"1875-01-01 00:00:00","Aarau, Switzerland","Aarau, Switzerland",\N,\N,"4","D24460","0","ZiD1792"
"684",\N,"684",\N,\N,"2","1","3","2","Zimmerli-Bäuerlin","Pauline",\N,"1829-01-01 00:00:00",\N,\N,"1914-01-01 00:00:00","na","na",\N,"Swiss enterpreneur in the textil industry.","2","na","0","ZiBaeP1829"
"685",\N,"685",\N,\N,"2","1","3","1","Zimmermann","J. C.",\N,\N,\N,\N,\N,\N,\N,\N,"Sekundarschulpfleger","1",\N,\N,"ZiJCxxxx"
"686",\N,"686",\N,\N,"2","1","1","1","Zimmermann","Johann H.",\N,\N,\N,\N,\N,"na","na",\N,\N,"1",\N,\N,"ZiJH0000"
"687",\N,"687",\N,\N,"2","1","2","1","Zimmermann, Ritter von","Johann Georg",\N,"1728-01-01 00:00:00","Bussenhausen, Brugg/Hannover",\N,"1795-01-01 00:00:00",\N,\N,\N,"Gichteler (Neugläubiger) ?","1",\N,\N,"ZiJG1728"
"688",\N,"688",\N,\N,"2","1","3","2","Zimmern","Katharina, von",\N,"1478-01-01 00:00:00",\N,\N,"1547-01-01 00:00:00","na","na",\N,"Last Princess Abbess of the Imperial Abbey of Fraumünster (Zürich), renounces her postion in favour of peace (Abegg, 2008; Barack, 1932; Bumiller, Rüth, & Weber, 2012; Decker-Hauff, 1964; Gysel & Helbling, 1999; Niederhäuser & Wild, 2012; Vogelsanger, 1994)","2","na","0","ZiK1478"
"689",\N,"689",\N,\N,"3","1","5","2","Zitz","Kathinka","born Halein, full name Kathinka Therese ","1801-01-01 00:00:00",\N,\N,"1877-01-01 00:00:00","na","Mainz, Germany",\N,"Kathinka Zitz was a German writer. On June 3, 1837, she married a distant relative, the prominent Mainz attorney and 1848 revolutionary Dr. Franz Heinrich Zitz. They lived together for two years. (Wikipedia)","4","232872775","0","ZiK1801"
"690",\N,"690",\N,\N,"3","1","5","1","Zschokke","Heinrich",\N,"1771-01-01 00:00:00",\N,\N,"1848-01-01 00:00:00",\N,\N,\N,"neben Troxler der führende Schweizer Publizist. Wrote as historiographer the drama of the Helvetic revolution - (Hentschel, 2002) (p. 230) cites Berlepsch as a “[...] ein zur Hölle gewordenes Paradis [...]” (Berlepsch, 1799) (p. 436) ","1",\N,\N,"ZsH1771"
"691",\N,"691",\N,\N,"5","1","2","2","Wendel","Klara",\N,"1894-01-01 00:00:00",\N,\N,"1884-01-01 00:00:00",\N,\N,\N,"Mentioned in letter between Blumer and Escher: Klara Wendel (1804–1884). Blumer verweist hier auf die «Gaunerprozesse» von 1824–1826, in denen die Aussagen der heimatlosen Klara Wendel für politische Zwecke instrumentalisiert wurden. Vgl. Pfyffer, Geschichte Luzern II, S. 366–385.","1",\N,\N,"WeK1894"
"692",\N,"692",\N,\N,"5","1","2","2","Sichler","Josephine",\N,"1787-01-01 00:00:00",\N,\N,\N,\N,"Rottweil, Würtemberg",\N,"Participated in the Russian capaign 1812. Daughter of Franz Xaver Sichler and Hyacinthe Burckhardt. Born 19/3/1787. Sie heiratete 1811 in Ludwigsburg Georg HENSSLER, Unteroffizier der
württembergischen Kavallerie, geboren in Frickenhausen, Sie folgte ihrem
Mann nach Rußland, der in der Schlacht von Borodino am 07. September 1812 
fiel. Die  Beresina (November 1812) überwand Josephine HENSSLER bei 
Eiseskälte schwimmend in Anwesenheit Napoleons. Sie lebte vermutlich 1857 
in Stuttgart und erhielt die auch in Deutschland sehr begehrte Sankt-Helena-
Medaille. Source: http://www.stehelene.org/cgi-bin/lh/stehelene-search.pl ","1",\N,\N,"SiJ1787"
"693",\N,"693",\N,\N,"5","1","2","2","Lennox","Georgiana",\N,\N,\N,\N,\N,\N,\N,\N,"Particpated in Napoleons invasion of Belgium (?). See http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm","1",\N,\N,"LeG xxxx"
"694",\N,"694",\N,\N,"5","1","2","2","Jones","Jenny  ",\N,\N,\N,\N,\N,\N,\N,\N,"Another women at Waterloo was 26-year-old Jenny Jones. Her tombstone at Tau y Ilyn in Wales records that she was there with her husband of the 23rd Royal Welsh Fusiliers and remained on the field for three days. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,"JoJxxxx"
"695",\N,"695",\N,\N,"5","1","2","2","Aggelin","Elske, van",\N,\N,\N,\N,\N,\N,\N,\N,"a sutleress with the Dutch army, ¨[in Waterloo] who celebrated her 95th birthday in perfect health in 1889. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,"AgExxxx"
"696",\N,"696",\N,\N,"5","1","2","2","Moon","Barbara",\N,\N,\N,\N,\N,\N,\N,\N,"One of the last surviving witnesses of Waterloo was Mrs. Barbara Moon, who died in October 1903, 88 years after the battle. Born during the Peninsular War, she was a four-year-old child by the time of Waterloo and rode in a wagon over the battlefield in the evening of June 18. Her father, a color sergeant in the 95th Rifles, died of his wounds of few months later. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,"MoBxxxx"
"697",\N,"697",\N,\N,"5","1","2","2","Deacon","Martha",\N,\N,\N,\N,\N,\N,\N,\N,"Ensign Thomas Deacon of the 73rd Foot was wounded at the Battle of Quatre Bras on June 16 and his pregnant wife, Martha, searched in vain for him throughout the night. Then she heard that he had been taken to Brussels and set out for the Belgian capital on foot, accompanied by her three children. Torrential rain soon drenched them as they trudged warily along the 20 miles of road. Martha had only a black silk dress and a light shawl, but reached the city with her children, found her husband safe there,, and gave birth to a baby girl on June 19. The joyful parents christened her Waterloo Deacon, after the previous day's victory. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,"DeMxxxx"
"698",\N,"698",\N,\N,"5","1","2","2","Lancey","Madgalene, de",\N,\N,\N,\N,\N,\N,\N,\N,"had married Colonel Sir William Howe de Lancey, Wellington's deputy quartermaster-general, on April 4, 1815. Magdalene went to Antwerp for safety when hostilities began and there she received a succession of conflicting rumors that William was either dead or alive. At last, she learned that he was alive, but badly wounded. She managed to reach his side in a cottage and was with him when he died on June 26. They had been married for less than three months. Magdalene de Lancey later wrote an outstanding account of her experiences, which she called A Week at Waterloo in 1815. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,"LaMxxxx"
"699",\N,"699",\N,\N,"5","1","2","2","McMullen","1",\N,\N,\N,\N,\N,\N,\N,\N,"Wife of Peter McMullen, mother of Frederik McMullen. Participated in the battle of Waterloo.","1",\N,\N,"McMxxxx"
"700",\N,"700",\N,\N,"5","1","2","2","Waldie","Charlotte Ann",\N,\N,\N,\N,\N,\N,\N,\N,"an English resident of Brussels, described the heart-rending scenes in the city on that morning: - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,"WaCAxxxx"
"701",\N,"701",\N,\N,"5","1","2","2","Tête-du-bois","Marie",\N,\N,\N,\N,\N,\N,\N,\N,"Marie Tête-du-bois, the cantinière of the 1st Grenadiers of the Guard, was cut in two by a cannonball at Waterloo. - See more at: http://www.historynet.com/napoleonic-wars-women-at-waterloo.htm#sthash.OzZZoItY.dpuf","1",\N,\N,"TdBMxxxx"
"702",\N,"702",\N,\N,"5","1","2","2","Jourdan","Therese",\N,\N,\N,\N,\N,\N,\N,\N,"Participated together with Josephine Sichler in the Russian capaign. Her husband Petru fell before her eyes in the battle of Borodino.","1",\N,\N,"JoT1787§"
"703",\N,"703",\N,\N,"4","1","4","1","Zurlauben","Beat Fidel",\N,"1720-01-01 00:00:00",\N,\N,"1799-01-01 00:00:00",\N,\N,\N,"Militärhistoriker","1",\N,\N,"ZuBF1720"
"704",\N,"704",\N,\N,"6","1","2","1","Allendorf","Johann Conrad Ludwig",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"705",\N,"705",\N,\N,"6","1","2","1","Arndt","Johann",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"706",\N,"706",\N,\N,"6","1","2","1","Augustinus ","Aurelius",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"707",\N,"707",\N,\N,"6","1","2","1","Barhdt","Christian Gottlob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"708",\N,"708",\N,\N,"6","1","2","1","Bär",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Teacher","3",\N,\N,\N
"709",\N,"709",\N,\N,"6","1","2","1","Bergasse",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"710",\N,"710",\N,\N,"6","1","2","1","Beyel","Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"711",\N,"711",\N,\N,"6","1","2","1","Beyel","Johann Konrad",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"712",\N,"712",\N,\N,"6","1","2","2","Beyel-Imthurn","Julie  ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"713",\N,"713",\N,\N,"6","1","2",\N,"Beyel-Kirchhofer","Elisabeth",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"714",\N,"714",\N,\N,"6","1","2",\N,"Birch","Salomon, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"715",\N,"715",\N,\N,"6","1","2",\N,"Birch-Morf","Anna, von","Nanny",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"716",\N,"716",\N,\N,"6","1","2",\N,"Blumhardt","Johann Christoph ","d. Ä.",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"717",\N,"717",\N,\N,"6","1","2",\N,"Blumhardt-Köllner","Doris",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"718",\N,"718",\N,\N,"6","1","2",\N,"Bluntschli","Hans Heinrich",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"719",\N,"719",\N,\N,"6","1","2",\N,"Bosshard","Catharina Elisabetha",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"720",\N,"720",\N,\N,"6","1","2",\N,"Bosshard","Hans Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"721",\N,"721",\N,\N,"6","1","2",\N,"Bosshard-von Peyer","Catharina Franziska Carolina",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"722",\N,"722",\N,\N,"6","1","2",\N,"Burckhardt-von Peyer","Johannes",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"723",\N,"723",\N,\N,"6","1","2",\N,"Burkhardt","Diethelm","d. Ä.",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"724",\N,"724",\N,\N,"6","1","2",\N,"Burkhardt","Diethelm","d. J.",\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"725",\N,"725",\N,\N,"6","1","2",\N,"Claudius","Matthias",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"726",\N,"726",\N,\N,"6","1","2",\N,"Deschwanden","Melchior Paul",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"727",\N,"727",\N,\N,"6","1","2",\N,"Dubs","Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"728",\N,"728",\N,\N,"6","1","2",\N,"Escher","Mathilde",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"729",\N,"729",\N,\N,"6","1","2",\N,"Esslinger","Johann David",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"730",\N,"730",\N,\N,"6","1","2",\N,"Esslinger-Tobler","Marie",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"731",\N,"731",\N,\N,"6","1","2",\N,"Fehr",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Buchhändler","3",\N,\N,\N
"732",\N,"732",\N,\N,"6","1","2",\N,"Finsler","Georg",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"733",\N,"733",\N,\N,"6","1","2",\N,"Fliedner","Theodor",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"734",\N,"734",\N,\N,"6","1","2",\N,"Flugi","Conradin, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"735",\N,"735",\N,\N,"6","1","2",\N,"Flugi","Constantin, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"736",\N,"736",\N,\N,"6","1","2",\N,"Flugi","Elise, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"737",\N,"737",\N,\N,"6","1","2",\N,"Flugi","Johannes, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"738",\N,"738",\N,\N,"6","1","2",\N,"Flugi","Nikolaus, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"739",\N,"739",\N,\N,"6","1","2",\N,"Flugi","Regina, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"740",\N,"740",\N,\N,"6","1","2",\N,"Flugi","Thomas Alphons, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"741",\N,"741",\N,\N,"6","1","2",\N,"Flugi-Planta von Wildenberg zu Steinsber","Regina, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"742",\N,"742",\N,\N,"6","1","2",\N,"Flugi-Pool","Juditha, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"743",\N,"743",\N,\N,"6","1","2",\N,"Francke","August Hermann",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"744",\N,"744",\N,\N,"6","1","2",\N,"Fries","Anna Susanna",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"745",\N,"745",\N,\N,"6","1","2",\N,"Fries-Freudweiler","Regula Susanna",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"746",\N,"746",\N,\N,"6","1","2",\N,"Fröhlich",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"747",\N,"747",\N,\N,"6","1","2",\N,"Füssli","Johann Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"748",\N,"748",\N,\N,"6","1","2",\N,"Ganz","Jakob",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"749",\N,"749",\N,\N,"6","1","2",\N,"Gellert","Christian Fürchtgott",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"750",\N,"750",\N,\N,"6","1","2",\N,"Gerhardt","Paul",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"751",\N,"751",\N,\N,"6","1","2","2","Gessner","Dorothea","Döde","1749-01-01 00:00:00",\N,\N,"1830-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"752",\N,"752",\N,\N,"6","1","2",\N,"Gessner","Eisabeth","Sette","1755-01-01 00:00:00",\N,\N,"1831-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"753",\N,"753",\N,\N,"6","1","2",\N,"Gessner","Hans Kaspar",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3",\N,\N,\N
"754",\N,"754",\N,\N,"6","1","2",\N,"Gessner","Jakob","Hans Jakob, Jaque, d. Ä.","1759-01-01 00:00:00",\N,\N,"1832-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"755",\N,"755",\N,\N,"6","1","2",\N,"Gessner","Jakob","Jaque, d. J.","1782-01-01 00:00:00",\N,\N,"1806-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
"756",\N,"756",\N,\N,"6","1","2",\N,"Gessner","Kaspar   ",\N,"1720-01-01 00:00:00",\N,\N,"1790-01-01 00:00:00",\N,\N,\N,\N,"3",\N,\N,\N
